Time (absolute),Level,Robot name,Process,Hostname,Host Identity,Message
2025-10-30 16:33:43.413,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,"Sending email.... 
Hi team,

The Bot terminated as there is no input files to process in SFTP.

"
2025-10-30 16:33:43.413,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Invoke S_SFTP_DownloadFiles workflow: BE002
2025-10-30 16:33:48.007,Fatal,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Business exception at initialization: BE002 at Source: Invoke S_SFTP_DownloadFiles workflow: Throw
2025-10-30 17:33:50.423,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Throw: BE002
2025-10-30 17:33:50.847,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,No Files Available in SFTP: BE002
2025-10-30 17:33:51.137,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,"Sending email.... 
Hi team,

The Bot terminated as there is no input files to process in SFTP.

"
2025-10-30 17:33:51.140,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Invoke S_SFTP_DownloadFiles workflow: BE002
2025-10-30 17:33:55.830,Fatal,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Business exception at initialization: BE002 at Source: Invoke S_SFTP_DownloadFiles workflow: Throw
2025-10-30 18:33:42.870,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Throw: BE002
2025-10-30 18:33:43.230,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,No Files Available in SFTP: BE002
2025-10-30 18:33:43.587,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,"Sending email.... 
Hi team,

The Bot terminated as there is no input files to process in SFTP.

"
2025-10-30 18:33:43.587,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Invoke S_SFTP_DownloadFiles workflow: BE002
2025-10-30 18:33:48.217,Fatal,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Business exception at initialization: BE002 at Source: Invoke S_SFTP_DownloadFiles workflow: Throw
2025-10-30 19:33:45.423,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Throw: BE002
2025-10-30 19:33:45.793,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,No Files Available in SFTP: BE002
2025-10-30 19:33:46.127,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,"Sending email.... 
Hi team,

The Bot terminated as there is no input files to process in SFTP.

"
2025-10-30 19:33:46.130,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Invoke S_SFTP_DownloadFiles workflow: BE002
2025-10-30 19:33:50.773,Fatal,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Business exception at initialization: BE002 at Source: Invoke S_SFTP_DownloadFiles workflow: Throw
2025-10-30 20:33:44.260,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Throw: BE002
2025-10-30 20:33:44.617,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,No Files Available in SFTP: BE002
2025-10-30 20:33:44.990,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,"Sending email.... 
Hi team,

The Bot terminated as there is no input files to process in SFTP.

"
2025-10-30 20:33:44.993,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Invoke S_SFTP_DownloadFiles workflow: BE002
2025-10-30 20:33:49.610,Fatal,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Business exception at initialization: BE002 at Source: Invoke S_SFTP_DownloadFiles workflow: Throw
2025-10-30 21:33:44.123,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Throw: BE002
2025-10-30 21:33:44.507,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,No Files Available in SFTP: BE002
2025-10-30 21:33:44.853,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,"Sending email.... 
Hi team,

The Bot terminated as there is no input files to process in SFTP.

"
2025-10-30 21:33:44.857,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Invoke S_SFTP_DownloadFiles workflow: BE002
2025-10-30 21:33:49.510,Fatal,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Business exception at initialization: BE002 at Source: Invoke S_SFTP_DownloadFiles workflow: Throw
2025-10-30 22:33:43.983,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Throw: BE002
2025-10-30 22:33:44.307,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,No Files Available in SFTP: BE002
2025-10-30 22:33:44.617,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,"Sending email.... 
Hi team,

The Bot terminated as there is no input files to process in SFTP.

"
2025-10-30 22:33:44.623,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Invoke S_SFTP_DownloadFiles workflow: BE002
2025-10-30 22:33:49.140,Fatal,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Business exception at initialization: BE002 at Source: Invoke S_SFTP_DownloadFiles workflow: Throw
2025-10-30 23:33:41.467,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Throw: BE002
2025-10-30 23:33:41.870,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,No Files Available in SFTP: BE002
2025-10-30 23:33:42.130,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,"Sending email.... 
Hi team,

The Bot terminated as there is no input files to process in SFTP.

"
2025-10-30 23:33:42.137,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Invoke S_SFTP_DownloadFiles workflow: BE002
2025-10-30 23:33:46.737,Fatal,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Business exception at initialization: BE002 at Source: Invoke S_SFTP_DownloadFiles workflow: Throw
2025-10-31 00:33:42.153,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Throw: BE002
2025-10-31 00:33:42.503,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,No Files Available in SFTP: BE002
2025-10-31 00:33:42.817,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,"Sending email.... 
Hi team,

The Bot terminated as there is no input files to process in SFTP.

"
2025-10-31 00:33:42.817,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Invoke S_SFTP_DownloadFiles workflow: BE002
2025-10-31 00:33:47.617,Fatal,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Business exception at initialization: BE002 at Source: Invoke S_SFTP_DownloadFiles workflow: Throw
2025-10-31 01:34:02.187,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Throw: BE002
2025-10-31 01:34:02.527,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,No Files Available in SFTP: BE002
2025-10-31 01:34:02.830,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,"Sending email.... 
Hi team,

The Bot terminated as there is no input files to process in SFTP.

"
2025-10-31 01:34:02.837,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Invoke S_SFTP_DownloadFiles workflow: BE002
2025-10-31 01:34:07.427,Fatal,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Business exception at initialization: BE002 at Source: Invoke S_SFTP_DownloadFiles workflow: Throw
2025-10-31 02:33:42.230,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Throw: BE002
2025-10-31 02:33:42.637,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,No Files Available in SFTP: BE002
2025-10-31 02:33:42.943,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,"Sending email.... 
Hi team,

The Bot terminated as there is no input files to process in SFTP.

"
2025-10-31 02:33:42.947,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Invoke S_SFTP_DownloadFiles workflow: BE002
2025-10-31 02:33:47.510,Fatal,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Business exception at initialization: BE002 at Source: Invoke S_SFTP_DownloadFiles workflow: Throw
2025-10-31 03:33:41.887,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Throw: BE002
2025-10-31 03:33:42.247,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,No Files Available in SFTP: BE002
2025-10-31 03:33:42.577,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,"Sending email.... 
Hi team,

The Bot terminated as there is no input files to process in SFTP.

"
2025-10-31 03:33:42.580,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Invoke S_SFTP_DownloadFiles workflow: BE002
2025-10-31 03:33:48.687,Fatal,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Business exception at initialization: BE002 at Source: Invoke S_SFTP_DownloadFiles workflow: Throw
2025-10-31 04:33:42.917,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Throw: BE002
2025-10-31 04:33:43.253,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,No Files Available in SFTP: BE002
2025-10-31 04:33:43.563,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,"Sending email.... 
Hi team,

The Bot terminated as there is no input files to process in SFTP.

"
2025-10-31 04:33:43.567,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Invoke S_SFTP_DownloadFiles workflow: BE002
2025-10-31 04:33:48.950,Fatal,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Business exception at initialization: BE002 at Source: Invoke S_SFTP_DownloadFiles workflow: Throw
2025-10-31 05:33:43.300,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Throw: BE002
2025-10-31 05:33:43.670,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,No Files Available in SFTP: BE002
2025-10-31 05:33:44.023,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,"Sending email.... 
Hi team,

The Bot terminated as there is no input files to process in SFTP.

"
2025-10-31 05:33:44.023,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Invoke S_SFTP_DownloadFiles workflow: BE002
2025-10-31 05:33:49.497,Fatal,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Business exception at initialization: BE002 at Source: Invoke S_SFTP_DownloadFiles workflow: Throw
2025-10-31 06:51:40.967,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,"Error occured: BE008; Incorrect Attachment "
2025-10-31 06:51:40.967,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,"Throw - BE008: BE008; Incorrect Attachment "
2025-10-31 06:51:40.967,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,"BE008; Incorrect Attachment "
2025-10-31 06:51:40.967,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,"Invoke S_RMS_RecheckStatusOfRedemption workflow: BE008; Incorrect Attachment "
2025-10-31 06:51:40.970,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,"Errori in Redemption validation: BE008; Incorrect Attachment "
2025-10-31 06:51:40.970,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,"Invoke S_RMS_Cashback_ValidateRedemption workflow: BE008; Incorrect Attachment "
2025-10-31 06:51:40.970,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,"Error in Process: BE008; Incorrect Attachment "
2025-10-31 06:51:40.973,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,"Invoke TS_RPA_SDS_03_ ValidateRedemption workflow: BE008; Incorrect Attachment "
2025-10-31 06:51:51.227,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,"Business rule exception  occurred.BE008; Incorrect Attachment "
2025-10-31 07:33:42.273,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Throw: BE002
2025-10-31 07:33:42.627,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,No Files Available in SFTP: BE002
2025-10-31 07:33:42.937,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,"Sending email.... 
Hi team,

The Bot terminated as there is no input files to process in SFTP.

"
2025-10-31 07:33:42.937,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Invoke S_SFTP_DownloadFiles workflow: BE002
2025-10-31 07:33:49.297,Fatal,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Business exception at initialization: BE002 at Source: Invoke S_SFTP_DownloadFiles workflow: Throw
2025-10-31 08:33:41.973,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Throw: BE002
2025-10-31 08:33:42.350,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,No Files Available in SFTP: BE002
2025-10-31 08:33:42.753,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,"Sending email.... 
Hi team,

The Bot terminated as there is no input files to process in SFTP.

"
2025-10-31 08:33:42.757,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Invoke S_SFTP_DownloadFiles workflow: BE002
2025-10-31 08:33:47.417,Fatal,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Business exception at initialization: BE002 at Source: Invoke S_SFTP_DownloadFiles workflow: Throw
2025-10-31 09:33:41.300,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Throw: BE002
2025-10-31 09:33:41.633,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,No Files Available in SFTP: BE002
2025-10-31 09:33:41.980,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,"Sending email.... 
Hi team,

The Bot terminated as there is no input files to process in SFTP.

"
2025-10-31 09:33:41.983,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Invoke S_SFTP_DownloadFiles workflow: BE002
2025-10-31 09:33:46.633,Fatal,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Business exception at initialization: BE002 at Source: Invoke S_SFTP_DownloadFiles workflow: Throw
2025-10-31 10:33:43.513,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Throw: BE002
2025-10-31 10:33:43.857,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,No Files Available in SFTP: BE002
2025-10-31 10:33:44.157,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,"Sending email.... 
Hi team,

The Bot terminated as there is no input files to process in SFTP.

"
2025-10-31 10:33:44.157,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Invoke S_SFTP_DownloadFiles workflow: BE002
2025-10-31 10:33:48.643,Fatal,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Business exception at initialization: BE002 at Source: Invoke S_SFTP_DownloadFiles workflow: Throw
2025-10-31 11:33:43.307,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Throw: BE002
2025-10-31 11:33:43.653,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,No Files Available in SFTP: BE002
2025-10-31 11:33:43.940,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,"Sending email.... 
Hi team,

The Bot terminated as there is no input files to process in SFTP.

"
2025-10-31 11:33:43.943,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Invoke S_SFTP_DownloadFiles workflow: BE002
2025-10-31 11:33:48.533,Fatal,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Business exception at initialization: BE002 at Source: Invoke S_SFTP_DownloadFiles workflow: Throw
2025-10-31 12:33:43.450,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Throw: BE002
2025-10-31 12:33:43.750,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,No Files Available in SFTP: BE002
2025-10-31 12:33:44.060,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,"Sending email.... 
Hi team,

The Bot terminated as there is no input files to process in SFTP.

"
2025-10-31 12:33:44.063,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Invoke S_SFTP_DownloadFiles workflow: BE002
2025-10-31 12:33:48.647,Fatal,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Business exception at initialization: BE002 at Source: Invoke S_SFTP_DownloadFiles workflow: Throw
2025-10-31 13:33:42.813,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Throw: BE002
2025-10-31 13:33:43.227,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,No Files Available in SFTP: BE002
2025-10-31 13:33:43.563,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,"Sending email.... 
Hi team,

The Bot terminated as there is no input files to process in SFTP.

"
2025-10-31 13:33:43.567,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Invoke S_SFTP_DownloadFiles workflow: BE002
2025-10-31 13:33:48.187,Fatal,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Business exception at initialization: BE002 at Source: Invoke S_SFTP_DownloadFiles workflow: Throw
2025-10-31 14:33:43.460,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Throw: BE002
2025-10-31 14:33:43.830,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,No Files Available in SFTP: BE002
2025-10-31 14:33:44.107,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,"Sending email.... 
Hi team,

The Bot terminated as there is no input files to process in SFTP.

"
2025-10-31 14:33:44.110,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Invoke S_SFTP_DownloadFiles workflow: BE002
2025-10-31 14:33:48.637,Fatal,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Business exception at initialization: BE002 at Source: Invoke S_SFTP_DownloadFiles workflow: Throw
2025-10-31 15:33:44.600,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Throw: BE002
2025-10-31 15:33:44.960,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,No Files Available in SFTP: BE002
2025-10-31 15:33:45.283,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,"Sending email.... 
Hi team,

The Bot terminated as there is no input files to process in SFTP.

"
2025-10-31 15:33:45.287,Error,fr-up-sds-217@ibmemea-unattended,SEAU_RMS_Redemption_Validation,FR-RPAVDI-217,IBMEMEA\FR-UP-SDS-217,Invoke S_SFTP_DownloadFiles workflow: BE002
